QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20151224_003495	Hirevan swallowed once.{nl}Then he lashed out at him and repeatedly used the same attacks against him{nl}Even though he knew that it was in vain..{nl}Vladislovas grew bored of toying with the young Hirevan.{nl}Next time it would be the sharpened blade instead of the hilt striking at Hirevan's throat.	하이레번은 침을 꿀꺽 삼켰다.{nl}그리곤 그에게 달려들어 고집스럽게도 같은 공격을 되풀이했다.{nl}그에게 통하지 않을 것을 알면서도..{nl}블라디슬로바스는 이제 젊은 하이레번을 가지고 노는 게 지겨워졌다.{nl}이번엔 칼자루가 아닌 칼 끝을 하이레번의 핏줄 선 목에 꽂으리라.{nl}				대해적과 하이레번 하편
QUEST_20151224_003496	Hirevan suddenly turned,{nl}drew a pistol out from it's holster and pulled the trigger.{nl}The bullet lodged itself precisely in the middle of Vladislovas' forehead, {nl}making his large body slowly collapse towards Hirevan.{nl}	그러나 하이레번은 갑자기 몸을 틀더니, {nl}허리춤에서 권총을 꺼내 방아쇠를 당겼다.{nl}탄환은 정확히 블라디슬로바스의 미간에 박혔고, {nl}그의 커다란 몸뚱이는 천천히 하이레번 쪽으로 넘어졌다.{nl}				대해적과 하이레번 하편
QUEST_20151224_003497	Thud!	철썩!				대해적과 하이레번 하편
QUEST_20151224_003498	{nl}The small boat was unable to withstand the combined weight of Vladislova and Hirevan {nl}and tilted over.{nl}Waves continuously rocked the boat, {nl}and the seagulls that held their breath during the fight now started crying again.{nl}	{nl}그 작은 조각배는 블라디슬로바스와 하이레번의 무게를 이기지 못하고 {nl}그만 뒤집히고 말았다.{nl}파도는 계속 조각배의 옆구리를 때렸고, {nl}숨 죽여 구경하던 갈매기들도 입을 열어 꺼억꺼억 울어댔다.{nl}				대해적과 하이레번 하편
QUEST_20151224_003499	Nobody was left standing atop of the sea.{nl}That is how the name of the Great Pirate was swept away by the waves.	그리고 바다 위엔 아무도 없었다.{nl}그렇게 대해적의 이름은 파도에 휩쓸려갔다.				대해적과 하이레번 하편
QUEST_20151224_003500	You're awake! How are you feeling?	정신은 좀 드셨나요?				마신 길티네
QUEST_20151224_003501	Bad news!{nl}The end of the world is looming closer!{nl}	큰일났어요.{nl}세계의 멸망이 점점 다가오고 있어요!{nl}	QUEST_20151102_002997	Look.{nl}The side with the crimson color is much more beautiful...	봐요.{nl}붉은 쪽이 훨씬 더 아름다운걸요..	마신 길티네
QUEST_20151224_003502	Even the Revelators that Laima is waiting for are no more...	라이마가 기다리는 구원자도 이젠 없어요..				마신 길티네
QUEST_20151224_003503	The world is holding on for the goddesses.{nl}	세상은 여신만을 기다리고 있다고요?{nl}	QUEST_20151102_002999	Does it hurt a lot?{nl}Are you sad?	많이 아파요?{nl}슬픈가요?	마신 길티네
QUEST_20151224_003504	But in that state...{nl}Haha..{nl}	하지만 그런 모습으론.. {nl}후후..{nl}				마신 길티네
QUEST_20151224_003505	It will make no difference if you tell Laima or not.{nl}Don't you think so?{nl}	어차피 라이마에게 말해 봤자 아무 소용 없는 건데.{nl}그렇죠?{nl}				마신 길티네
QUEST_20151224_003506	Where have your wings gone?{nl}An empty shell of a goddess without any powers or dignity...	날개는 또 어디로 갔나요?{nl}권능도 위엄도 잃은 껍데기뿐인 여신이라니..				마신 길티네
QUEST_20151224_003507	But in such a state...{nl}Haha...	하지만 그런 모습으론.. {nl}후후..	QUEST_20151102_003000	Do you hate... me?	내가.. 미운가요?	마신 길티네
QUEST_20151224_003508	It will make no difference if you tell Laima or not.{nl}Don't you think so?	어차피 라이마에게 말해 봤자 아무 소용 없는 건데.{nl}그렇죠?	QUEST_20151102_003001	Please wait a moment.{nl}Soon... That person will awake.	조금만 기다려요.{nl}곧.. 그 분이 깨어나실 거예요.	마신 길티네
QUEST_20151224_003509	What happened to your wings?{nl}Oh, yes... It was me who did that, didn't I...?	날개는 또 어디로 갔나요?{nl}아.. 내가 그랬지 참..	QUEST_20151102_003002	The pain and sorrow... Despair...{nl}All those will subside within that person.	그 고통과 슬픔.. 절망.. {nl}모든 것이 그 분 안에서 전부 사그라들테니까..	마신 길티네
QUEST_20151224_003510	Nothing more than a shell of a goddess devoid of any powers or dignity...	권능도 위엄도 잃은 껍데기뿐인 여신이라니..	QUEST_20151102_003003	Please help me...{nl}Revelator, please... Please stop Giltine.	구해주세요.. {nl}제발 계시를.. 길티네를 막아주세요..	마신 길티네
QUEST_20151224_003511	Mage's Writing Table	마법사의 서대				
QUEST_20151224_003512	There are two letters wedged inside the book.{nl}Do you want to read them?	책장 사이에 두 통의 편지가 끼워져 있다.{nl}한 번 읽어 볼까?				마법사의 서대
QUEST_20151224_003513	It's such a relief that the barrier has been deactivated!{nl}Now we will be able to pray to Zemyna.	결계가 풀려서 다행이에요!{nl}이제 제미나 여신께 기도를 드릴 수 있겠어요.				보코르 유타
QUEST_20151224_003514	Goddess Zemyna...	제미나 여신이시여..				보코르 유타
QUEST_20151224_003515	I beg of you to listen to my prayers...	제 기도를 들어주세요..				보코르 유타
QUEST_20151224_003516	Full Soul Stone	가득 찬 사념석				
QUEST_20151224_003517	The power that was protecting the sacred object of the sect disappeared as the thoughts that were confined within the Soul Stone started slipping away.	사념석에 갇힌 사념이 빠져나가면서 교단의 성물을 지키는 힘이 사라졌다.	QUEST_20151001_002681	The divine energy subsided when the Truth Token was lit.	진리의 증표가 빛을 내자 성물의 기운이 잦아들었다.	가득 찬 사념석
QUEST_20151224_003518	An unknown power seems to be blocking the way.	알 수 없는 힘에 가로막힌 것 같다.				보호
QUEST_20151224_003519	Pendulum	펜듈럼				
QUEST_20151224_003520	The pendulum is moving slowly in a circular pattern.	펜듈럼이 천천히 원을 그리며 움직인다.				펜듈럼
QUEST_20151224_003521	There seems to have been a subtle change in the speed at which the pendulum is moving.	미묘하게 펜듈럼의 속도가 변한 것 같다.				펜듈럼
QUEST_20151224_003522	The pendulum seems to have begun reacting to something.	펜듈럼이 뭔가에 반응하기 시작하는 것 같다.				펜듈럼
QUEST_20151224_003523	The pendulum seems to have detected something.	펜듈럼이 뭔가를 감지해낸 것 같다.				펜듈럼
QUEST_20151224_003524	The pendulum is revolving quickly.	펜듈럼이 빠르게 돌고 있다.				펜듈럼
QUEST_20151224_003525	There seems to be something nearby.	이 근처에 뭔가가 있는 것 같다.				펜듈럼
QUEST_20151224_003526	The grave guard's spell doll attacks the sacred object of the sect.	묘지기의 주술 인형이 교단의 성물을 공격한다.				주술 인형
QUEST_20151224_003527	Gimmick Scarecrow	기믹용 허수아비				허수아비
QUEST_20151224_003528	Gimmick Statue	기믹용 석상				석상
QUEST_20151224_003529	Everything is becoming clearer now.{nl}I thank you once more.	이제 서서히 맑아지겠지요.{nl}다시한번 감사드립니다.	QUEST_LV_0100_20151102_010958	Traveler, please, help me!	여행자님, 저를 좀 도와주시겠습니까?	사냥꾼 모디스
QUEST_20151224_003530	My hometown, the Delmore Castle... is a truly beautiful place.{nl}The neighbors are so kind and the lord is also generous.{nl}	제 고향 델무어 성은.. 정말 아름다운 곳입니다.{nl}이웃 분들도 너무나 착한 사람들이고 성주님도 인심 좋으신 분이지요.{nl}				연락병 마르다스
QUEST_20151224_003531	I was able to receive many rewards and apply for a long vacation {nl}thanks to my diligent service as a liason officer.{nl}I was excited at the thought of hosting a feast with the neighbors.{nl}	연락병으로 열심히 복무한 덕분에 많은 포상과 함께 장기 휴가를 나왔어요.{nl}마을 사람들과 잔치를 벌일 생각에 엄청 들떴었죠.{nl}				연락병 마르다스
QUEST_20151224_003532	But what I saw when I arrived home... was an empty town with nobody in sight.{nl}	하지만 제가 고향에서 본 건.. {nl}아무도 없는 텅 빈 마을이었죠.{nl}				연락병 마르다스
QUEST_20151224_003533	Well, to be completely honest... It wasn't totally empty. {nl}Demons suddenly appeared from every direction.{nl}	아니, 정확하게는.. 아무도 없던 건 아니었어요. {nl}갑자기 여기저기서 마족들이 나타났으니까요.{nl}				연락병 마르다스
QUEST_20151224_003534	I ran like hell. {nl}Some sights caught my eye even amongst all that chaos.{nl}	전 미친듯이 달렸습니다. {nl}그 와중에도 보일 건 보이더군요.{nl}				연락병 마르다스
QUEST_20151224_003535	Light beads being moved somewhere, the red gemstone... I still can't forget it.{nl}That blackish red gemstone that was shining and shimmering in a nauseating way.{nl}	어디론가 옮겨지던 빛구슬들이며, 붉은 보석.. 아직도 잊을 수 없어요.{nl}구역질 날 것 같이 일렁이면서 빛나던 그 검붉은 보석이요.{nl}				연락병 마르다스
QUEST_20151224_003536	At first, I thought that it was a simple demon attack.{nl}That there would be survivors hiding somewhere... {nl}That my parents would have made it out safely...{nl}	처음엔 그저 마족이 쳐들어온 거라고 생각했어요.{nl}어딘가 살아남은 사람들이 있겠지.. 부모님들도 어디론가 잘 피난가셨을 거야..{nl}				연락병 마르다스
QUEST_20151224_003537	I mean, it's not like demon attacks are uncommon these days...{nl}But it wasn't just an attack. All those light beads... {nl}I never knew that they were the souls of the townspeople...{nl}	흔한 일이잖아요? 마족의 공격은..{nl}하지만 아니었어요. 그 빛구슬들이.. 전부 마을 사람들의 영혼일 줄이야..{nl}				연락병 마르다스
QUEST_20151224_003538	You are regretting this, aren't you?{nl}I can feel it. After all we are sisters...{nl}	후회하고 있지요?{nl}난 느낄 수 있어요. 우린 자매니까..{nl}				마신 길티네
QUEST_20151224_003539	Are you sad?{nl}Do you... despise me?	슬픈가요?{nl}내가.. 미운가요?				마신 길티네
QUEST_20151224_003540	All that pain and sadness... Despair...{nl}	그 고통과 슬픔.. 절망..{nl}				마신 길티네
QUEST_20151224_003541	Everything will subside within him...	모든 것이 그 분 안에서 사그라들 테니까..				마신 길티네
QUEST_20151224_003542	Please, save me...	구해주세요..				여신 라이마
QUEST_20151224_003543	Please... the prophecy... {nl}Stop Giltine...	제발 계시를.. {nl}길티네를 막아주세요..				여신 라이마
QUEST_20151224_003544	The chest is empty.	상자가 비어있다.				상자
QUEST_20151224_003545	There is a what appears to be a pressure plate that seems to act as some sort of switch in the middle of the magic circle.	마법진의 중앙에 스위치로 보이는 발판이 있습니다.				마법진
QUEST_20151224_003546	The red shards start to glow as soon as you approach the magic circle.	마법진에 다가가자 붉은 조각들이 빛나기 시작합니다.				마법진
QUEST_20151224_003547	The red shards react to the crystal in the middle of the device.	붉은 조각이 장치 중앙의 수정에 반응합니다.				마법진
