ETC_20150317_000001	ケッピー
ETC_20160128_020443	意外な試験の業績報酬を受け取りました。
ETC_20160128_020444	PTクエストの業績報酬を受け取りました。
ETC_20160128_020445	熟練冒険家の業績報酬を受け取りました。
ETC_20160128_020446	メッセージ設定
ETC_20160128_020447	{@st61}新しいチャットメッセージが到着しました！{/}
ETC_20160128_020448	ちび魔族があなたを疑っています
ETC_20160128_020449	本当にジェスティ様が呼んだのか？
ETC_20160128_020450	仲間たちがいなくなってる…
ETC_20160128_020451	モンスター撃退時、獲得経験値アップ
ETC_20160128_020452	このアイテムは購入すると{nl}キャラクターに帰属します。{nl}それでも購入しますか？
ETC_20160128_020453	トークン特典が全てのキャラクターに適用されました。
ETC_20160128_020454	プレミアムジェスチャー使用可能
ETC_20160128_020455	インスタンスダンジョン無限入場券
ETC_20160128_020456	すでにインスタンスダンジョン無限入場券を使用しています。
ETC_20160128_020457	現在の入場回数は0です。
ETC_20160128_020458	使用したインスタンスダンジョン入場回数初期化券はインベントリから消え、現在のキャラクターにのみ効果が適用されます。
ETC_20160128_020459	スキル初期化
ETC_20160128_020460	  全体スキルポイント初期化
ETC_20160128_020461	モンスター撃退時、獲得経験値アップ 
ETC_20160128_020462	現在装着しているヘアは購入できません。
ETC_20160128_020463	カタコム地下ダンジョン入口
ETC_20160128_020464	衰退したルグィン家のダンジョン掲示板
ETC_20160128_020465	10分後にミッションが終了します。
ETC_20160128_020466	5分後にミッションが終了します。
ETC_20160128_020467	目標完了！{nl}魔族収監所 第1区域へ移動してください
ETC_20160128_020468	間もなく二つ目の目標が始まります。
ETC_20160128_020469	シャドウジェイラーが魔族収監所侵入を阻止しました{nl}シャドウジェイラーを退治してください！
ETC_20160128_020470	魔族召喚石を破壊してください
ETC_20160128_020471	間もなく一つ目の目標が始まります{nl}ハルガルたちが次元の隙間から逃げようとしています
ETC_20160128_020472	ハルガルたちが魔族収監所から脱出しようとしています。{nl}脱出できないように阻止してください！
ETC_20160128_020473	目標完了！{nl}魔族収監所 第2区域へ移動してください
ETC_20160128_020474	ヴェローチャードを退治してください
ETC_20160128_020475	制限時間内に各区域の魔族召喚石を破壊してください
ETC_20160128_020476	目標完了！{nl}魔族収監所 第3区域へ移動してください
ETC_20160128_020477	制限時間内にサイクロプスを退治してください
ETC_20160128_020478	襲いかかる魔族たちからヴァカリネの封印を守ってください
ETC_20160128_020479	ヌオダイを退治してください
ETC_20160128_020480	終了5分前
ETC_20160128_020481	制限時間
ETC_20160128_020482	インスタンスダンジョン削除
ETC_20160128_020483	開始!! 
ETC_20160128_020484	制限時間は残り5分です！
ETC_20160128_020485	時間制限
ETC_20160128_020486	制限時間メッセージ
ETC_20160128_020487	60秒後、入口に戻ります！
ETC_20160128_020488	ダンジョン終了5分前です！
ETC_20160128_020489	20秒
ETC_20160128_020490	クリア
ETC_20160128_020491	30秒後、入口に戻ります。
ETC_20160128_020492	厚い壁
ETC_20160128_020493	関門
ETC_20160128_020494	壁が開きました
ETC_20160128_020495	碑石路への門が開きました
ETC_20160128_020496	警告メッセージ
ETC_20160225_020497	ゴーストゴブリンアーチャー
ETC_20160225_020498	イワシ
ETC_20160225_020499	白金の金床
ETC_20160225_020500	部隊長 タールン
ETC_20160225_020501	汚染されたネズミ
ETC_20160225_020502	覆面看守
ETC_20160225_020503	ネビュラス
ETC_20160225_020504	トルメンタ
ETC_20160225_020505	地下の番犬
ETC_20160225_020506	臆病な看守
ETC_20160225_020507	投石器奴隷
ETC_20160225_020508	ラフィネル
ETC_20160225_020509	コルカス
ETC_20160225_020510	演出用ヴァーヴ
ETC_20160225_020511	モーニングスターゴーレム
ETC_20160225_020512	デビルランタン
ETC_20160225_020513	グール
ETC_20160225_020514	デスベル
ETC_20160225_020515	テラネザーボバイン
ETC_20160225_020516	テラネクロヴェンター
ETC_20160225_020517	テラスペクターマスター
ETC_20160225_020518	テラグラックマン
ETC_20160225_020519	テラキャンスリル
ETC_20160225_020520	テラシルバーグリフィン
ETC_20160225_020521	テラベルニアモンキー
ETC_20160225_020522	テラプリズンカッター
ETC_20160225_020523	テラレッドレベンザード
ETC_20160225_020524	テラポクルス
ETC_20160225_020525	テララクスドン
ETC_20160225_020526	棘クチクラ
ETC_20160225_020527	神樹の日以降、多くの精霊の強者たちが魔族と手を組むようになったのは残念なことです。今からでも政策的で戦術的な交渉が必要だと主張する人が増えています。
ETC_20160225_020528	サルラス修道女院
ETC_20160225_020529	大地の塔ロロパンサー区間
ETC_20160225_020530	大地の塔ソルミキ区間
ETC_20160225_020531	空虚の棘の森
ETC_20160225_020532	第1回アルファベットイベント征服者
ETC_20160225_020533	アルファベット収集イベントを見事に終えました。
ETC_20160225_020534	移動装置
ETC_20160225_020535	楽しみ始めた旅人
ETC_20160225_020536	単方向移動装置 100回利用
ETC_20160225_020537	楽しい移動装置
ETC_20160225_020538	楽しみ方を知る旅人
ETC_20160225_020539	単方向移動装置 300回利用
ETC_20160225_020540	慣れた移動装置
ETC_20160225_020541	楽しむだけ楽しんだ旅人
ETC_20160225_020542	単方向移動装置 600回利用
ETC_20160225_020543	飽きた移動装置
ETC_20160225_020544	シカリオスサーチャー
ETC_20160225_020545	シカリオスの秘密箱を25回開く
ETC_20160225_020546	シカリオスエクスプローラー
ETC_20160225_020547	シカリオスの秘密箱を75回開く
ETC_20160225_020548	シカリオスの秘密箱(2)
ETC_20160225_020549	シカリオストレジャーハンター
ETC_20160225_020550	シカリオスの秘密箱を150回開く
ETC_20160225_020551	シカリオスの秘密箱(3)
ETC_20160225_020552	ルグィンの点灯者
ETC_20160225_020553	魔力が宿った星のランプ 50回チャージ
ETC_20160225_020554	衰退したルグィン家邸宅の星のランプ
ETC_20160225_020555	星光コレクター
ETC_20160225_020556	魔力が宿った星のランプ 150回チャージ
ETC_20160225_020557	衰退したルグィン家邸宅の星のランプ(2)
ETC_20160225_020558	星光を移す者
ETC_20160225_020559	魔力が宿った星のランプ 300回チャージ
ETC_20160225_020560	衰退したルグィン家邸宅の星のランプ(3)
ETC_20160225_020561	魔族収監所サーチャー
ETC_20160225_020562	魔族収監所で青い水晶を使って宝箱を35回開く
ETC_20160225_020563	第2魔族収監所の宝箱
ETC_20160225_020564	魔族収監所エクスプローラー
ETC_20160225_020565	魔族収監所で青い水晶を使って宝箱を105回開く
ETC_20160225_020566	第2魔族収監所の宝箱(2)
ETC_20160225_020567	魔族収監所トレジャーハンター
ETC_20160225_020568	魔族収監所で青い水晶を使って宝箱を210回開く
ETC_20160225_020569	第2魔族収監所の宝箱(3)
ETC_20160225_020570	トペス砦サーチャー
ETC_20160225_020571	トペス砦の宝が入った魔族の箱を25回開く 
ETC_20160225_020572	トペス砦の宝が入った魔族の箱
ETC_20160225_020573	トペス砦エクスプローラー
ETC_20160225_020574	トペス砦の宝が入った魔族の箱を75回開く 
ETC_20160225_020575	トペス砦の宝が入った魔族の箱(2)
ETC_20160225_020576	トペス砦トレジャーハンター
ETC_20160225_020577	トペス砦の宝が入った魔族の箱を150回開く 
ETC_20160225_020578	トペス砦の宝が入った魔族の箱(3)
ETC_20160225_020579	ネバレット鉱山サーチャー
ETC_20160225_020580	ネバレット鉱山の宝箱を25回開く
ETC_20160225_020581	ネバレット鉱山の宝箱
ETC_20160225_020582	ネバレット鉱山エクスプローラー
ETC_20160225_020583	ネバレット鉱山の宝箱を75回開く
ETC_20160225_020584	ネバレット鉱山の宝箱(2)
ETC_20160225_020585	ネバレット鉱山トレジャーハンター
ETC_20160225_020586	ネバレット鉱山の宝箱を150回開く
ETC_20160225_020587	ネバレット鉱山の宝箱(3)
ETC_20160225_020588	油袋コレクター
ETC_20160225_020589	王陵の労働者寮の灯り*
ETC_20160225_020590	王陵の労働者寮の灯り*
ETC_20160225_020591	宿舎の点灯者
ETC_20160225_020592	王陵の労働者寮の灯り*
ETC_20160225_020593	王陵の労働者寮の灯り*
ETC_20160225_020594	放火魔
ETC_20160225_020595	王陵の労働者寮の灯り*
ETC_20160225_020596	王陵の労働者寮の灯り*
ETC_20160225_020597	新米傭兵
ETC_20160225_020598	一日クエストを25回進行
ETC_20160225_020599	一日クエスト(1)
ETC_20160225_020600	ベテラン傭兵
ETC_20160225_020601	一日クエストを100回進行
ETC_20160225_020602	一日クエスト(2)
ETC_20160225_020603	ロタの信任を得た傭兵
ETC_20160225_020604	一日クエストを300回進行
ETC_20160225_020605	一日クエスト(3)
ETC_20160225_020606	PTクエスト(1)
ETC_20160225_020607	安心できる仲間
ETC_20160225_020608	PTクエストを100回進行
ETC_20160225_020609	PTクエスト(2)
ETC_20160225_020610	信頼できる仲間
ETC_20160225_020611	PTクエストを300回進行
ETC_20160225_020612	PTクエスト(3)
ETC_20160225_020613	一日クエスト回数
ETC_20160225_020614	第1回アルファベットイベント
ETC_20160225_020615	シカリオスギミック
ETC_20160225_020616	ルグィンギミック
ETC_20160225_020617	第2魔族収監所ギミック
ETC_20160225_020618	トペス砦ギミック
ETC_20160225_020619	ネバレット鉱山ギミック
ETC_20160225_020620	王陵の積材所ギミック
ETC_20160225_020621	ルーンストーンを探しています
ETC_20160225_020622	まだルーンストーンが見つかっていません
ETC_20160225_020623	免疫
ETC_20160225_020624	不快な虫の卵を安全に攻撃できます。
ETC_20160225_020625	保護のオーラ
ETC_20160225_020626	テラプリズンカッターのSP吸収から身を守ります。
ETC_20160225_020627	神聖なオーラ
ETC_20160225_020628	パントトーテムを攻撃できる神聖なオーラの効果が適用されています。
ETC_20160225_020629	レベルダウン不可
ETC_20160225_020630	防御力倍数化
ETC_20160225_020631	魔法防御力倍数化
ETC_20160225_020632	身体強化
ETC_20160225_020633	攻撃力と防御力がアップして、特定スキルに対するダメージをさらに多く受けたり、少なく受けたりする。
ETC_20160225_020634	ベガ属性の攻撃に強くなります。
ETC_20160225_020635	花粉
ETC_20160225_020636	ヌオダイの毒
ETC_20160225_020637	炎が流れる場所へ
ETC_20160225_020638	女神ガビヤがグリタを通じて伝言を送って来ました。その昔、ウィザードたちの作った実験体が魔族の手に渡り、塔の内部で暴れているそうです。女神ガビヤは実験体を制圧するために、啓示者の力を必要としています。
ETC_20160225_020639	ミルティスの支配から解放された水晶鉱山でテンプルシューターが再びゴブリンたちを呼び集めています。{nl}テンプルシューターを退治して水晶鉱山に安全を取り戻してください。
ETC_20160225_020640	ターネット聖堂を守っている追従者たちからアボミネーションが現れたという報告がありました。追従者たちだけではターネット聖堂を守り切れないかもしれません。アボミネーションを退治してターネット聖堂の追従者たちを守ってください。
ETC_20160225_020641	消えたコバルトの森の住民たちを探していた兵士からポアタを発見したという報告がありました。兵士たちが安全に森の住民たちを探せるよう、ポアタを退治してください。
ETC_20160225_020642	アクメンスの尾根を調べている史学者たちがキルメリーチに攻撃されたという報告がありました。史学者たちが安全にアクメンスの尾根を調査できるよう、キルメリーチを退治してください。
