ITEM_20150317_000001	なし_helmet
ITEM_20151014_007170	ティルトルビーマスターが作ってくれたフクロウの彫像を入れた包み。組み立て式です。
ITEM_20151014_007171	防御罠の部品
ITEM_20151014_007172	ルクリスの装置を修理する時に必要な部品。似たようなものを見つければよさそうです。
ITEM_20151014_007173	魔族の血
ITEM_20151014_007174	魔法陣活性化に必要なアイテム
ITEM_20151014_007175	パワー装置
ITEM_20151014_007176	反乱軍の日誌 第1章
ITEM_20151014_007177	ルクリスの兵士たちが書いたメモ
ITEM_20151014_007178	反乱軍の日誌 第2章
ITEM_20151014_007179	反乱軍の日誌 第3章
ITEM_20151014_007180	反乱軍の日誌 第4章
ITEM_20151014_007181	文書
ITEM_20151014_007182	大地の要塞の決戦地にある魔族対抗装置に関する内容が書かれた文書。
ITEM_20151014_007183	大地の要塞で発見された7番目の啓示。読むことができます。
ITEM_20151014_007184	ラッパ
ITEM_20151014_007185	退却を命令する時に使うラッパ。
ITEM_20151014_007186	ワラビの薬草
ITEM_20151014_007187	墓守のマッチ
ITEM_20151014_007188	シギスからもらったマッチ。死者を火葬する時に使う。
ITEM_20151014_007189	墓守の呪術が宿った人形。
ITEM_20151014_007190	蘇った亡者から生前の思念を吸収する霊石。
ITEM_20151014_007191	ギンタスの火打石
ITEM_20151014_007192	簡単に火がつく性質の石。扱う時は火がつかないように注意する必要があります。
ITEM_20151014_007193	真理の樹教団を象徴する証です。
ITEM_20151014_007194	荘園所有者名簿
ITEM_20151014_007195	カリス地方の荘園所有者の名前が記載された名簿。火で燃やすには焚き火が必要です。
ITEM_20151014_007196	邪悪な魔法の痕跡
ITEM_20151014_007197	蘇った亡者から手に入れた黒い結晶。亡者を蘇らせた邪悪な魔法の痕跡です。
ITEM_20151014_007198	隠された名簿 (1)
ITEM_20151014_007199	カーライルが隠しておいた荘園の所有者名簿の一部。今は内容を見ることができません。
ITEM_20151014_007200	隠された名簿 (2)
ITEM_20151014_007201	隠された名簿 (3)
ITEM_20151014_007202	隠された名簿 (4)
ITEM_20151014_007203	レヤに頼まれた薬草
ITEM_20151014_007204	レヤに頼まれた薬草です。
ITEM_20151014_007205	フェレット用麻痺の粉
ITEM_20151014_007206	レヤからもらった麻痺の粉。この粉を撒くと、一時的にフェレットを麻痺させることができるそうです。
ITEM_20151014_007207	フェレットに盗まれた食糧
ITEM_20151014_007208	フェレットに盗まれた食糧です。
ITEM_20151014_007209	巨大な果物の果汁
ITEM_20151014_007211	汚染された赤い水
ITEM_20151014_007213	ティルトルビー ウィダスが彫刻した平和の彫像。設置すると、周りのフェレットたちが大人しくなるという。
ITEM_20151014_007214	モーロー草
ITEM_20151014_007215	精神朦朧となる草。扱う時は気を失わないように注意が必要です。
ITEM_20151014_007216	意識が朦朧となるお香
ITEM_20151014_007217	ドルイドレヤがモウロウ草で作ったお香。お香を焚くと周りのフェレットの意識が朦朧となるそうです。
ITEM_20151014_007218	女神ライマが残した宝珠。女神ラダを救出してほしいという女神ライマのメッセージを受け取りました。
ITEM_20151014_007219	空の呪文書
ITEM_20151014_007220	何も書かれていない呪文書。ベネスに頼まれてフェレットの行動を観察し、行動様式を書き込まなければなりません。
ITEM_20151014_007221	フェレット変身の呪文書
ITEM_20151014_007222	ベネスからもらったフェレット変身の呪文書。使用するとフェレットに変身できる。
ITEM_20151014_007225	臭いお香
ITEM_20151014_007226	ドルイドベネスからもらったひどい臭いのするお香。香を焚くと周りのフェレットが逃げるそうです。
ITEM_20151014_007228	魔族から手に入れた血。生命力吸収装置に撒くと生命力吸収装置が壊れるそうです。
ITEM_20151014_007229	浄化の呪文書
ITEM_20151014_007230	オルシャのマスターが作ってくれた浄化の呪文書。邪悪な気に染められた大地を浄化することができるそうです。
ITEM_20151014_007231	大地の花の種
ITEM_20151014_007232	大地の花の種。植えると、大地の気を吸収して花が咲くと言われています。
ITEM_20151014_007233	生命力に満ちた大地の花
ITEM_20151014_007234	生命力に満ちた土地から咲いた大地の花。強い生命力を感じます。
ITEM_20151014_007235	副隊長ゴーマンがくれたメモ
ITEM_20151014_007236	活性化させるべきの魔法陣の神壇が書かれています。
ITEM_20151014_007237	トラフリアの毛皮
ITEM_20151014_007238	トラフリアの毛皮を丸ごと剥いたもの。見ているだけでも温かくなりそうです。
ITEM_20151014_007239	高原の黒い岩石の中には、火打石として使えそうなものがかなり多いようです。
ITEM_20151014_007240	メサパスラからの手紙
ITEM_20151014_007241	メサパスラ部隊からストーガス分隊に伝達される連絡用の書信です。
ITEM_20151014_007242	サファイアバードの肉
ITEM_20151014_007243	調理すればそこそこ食べれるらしいです。
ITEM_20151014_007244	高原ジャガイモ
ITEM_20151014_007245	高山帯に住んでいる人にとっては主食になります。
ITEM_20151014_007246	使えそうな鉄格子の欠片
ITEM_20151014_007247	上手く加工すれば鉄びしとして使えそうです。
ITEM_20151014_007248	ウォーグの体液
ITEM_20151014_007249	見た目と違って高熱症状を緩和させるのに効果的だそうです。
ITEM_20151014_007250	ホラスの小刀
ITEM_20151014_007251	鈍そうに見えるが、木の皮を剥がすには最適の小刀です。
ITEM_20151014_007252	高原木の甘皮
ITEM_20151014_007253	食べ物がない時はこういうものでも食べないと生き残れません。
ITEM_20151028_007254	プレイグドクターヘルメット
ITEM_20151028_007255	初代パラディンの時代から現在に至るまで、多くの人がターネット聖堂の守護に励んできました。長年蓄積されたその経験のおかげで、今の適切な威力や扱いやすさという利便性を両立させることができたのです。
ITEM_20151028_007256	神樹の日以後、植物を使用して他の植物をけん制しようとする試みはほとんど失敗しました。しかしあるワラビを利用すれば植物型モンスターのエネルギーを奪うことができるということが判明し、この武器に活用されるようになりました。
ITEM_20151028_007257	ルカス地域の特殊な環境によって、野獣型モンスターに対抗する装備が進化しました。神樹の日以降、ルカス地域ほど草木の爆発的成長が起こらなかった地域はほとんどありません。そういった稀な環境はこの装備が作られる背景となりました。
ITEM_20151028_007258	王国の城郭が木材または土で建てられることはほとんどありません。城の多い地域では、城を築く際に必要な石材や鉱物がモンスターに変異することは最も厄介なことです。そうなった場合はすぐに対応できる武器が何よりも必要となります。
ITEM_20151028_007259	アガイラ・フラリーは碑文を完成した記念に一つ、秘法を残すことにしました。彼女の死後、数百年間忘れらされていたその製造法が再注目されたのは、神樹の日以降のことです。環境が変わったことで、フラリーの秘法が昆虫たちに効果的という点が注目されるようになりました。
ITEM_20151028_007260	この武器を作り出した人や起源について確かな情報はありません。昔、無名の実力者によって作られたという見解もありますが、多くの専門家たちにはこの武器がある有名な人によって作られたが、事情によってその名が隠されたと思っています。
ITEM_20151028_007261	必ずしもクレリックだけが巡礼の道に進むわけではありません。ウィザードでも、アーチャーでも、どんな職業の人であれ、女神を仰ぐ心さえあれば巡礼を行い、その間は聖職者となるのです。それでも魔族と戦う時は慣れ親しんだ武器を使った方が良いかもしれません。
ITEM_20151028_007262	イストラ地域はある時期から学者たちの引退後の住処として注目されました。一つの地域という限られた環境で、学者たちによる様々の学問の交流が行われた結果、いくつかの新しい発見や発明が生まれました。イストラソードはその結果の一つです。
ITEM_20151028_007263	ターネット聖堂を中心に結ばれた古い盟約の目的は、いつか現れるであろう魔王の退治です。この剣を作リ出した人々はこの剣が魔王に深い傷を負わせることを願いながら作ったそうです。
ITEM_20151028_007264	他の植物のエネルギーを盗み、有害な物質を分泌する習性を魔法的な方法で武器に適用することは非常に難しいです。それが3年足らずの時間に成功したということは、今が切実な状況にあることを示しています。
ITEM_20151028_007265	神樹の日以後、植物の成長が比較的激しくなかった地域はその分、野獣の動きが活発になりました。そのような地域的な特徴によって装備は進化し、その結果としてこれが生み出されました。
ITEM_20151028_007266	首都周辺の3重の城壁を建てる時に使用した石材などは、神樹の日にもモンスターへと変異することが少なかったそうです。首都では建国初期から様々な災いに対して備えてきたからでしょう。しかし地方各地の城郭はそうではなかったため、神樹の日以降に現れた変異型モンスターに対抗できる武器が必要になりました。
