QUEST_20150317_000001	クエスト修正が必要なユーザーを選択してください。
QUEST_20151223_003204	さあ、さあ！見て行きな！{nl}購入したアイテムは忘れずに受け取るんだよ。
QUEST_20151223_003205	倉庫番アイサ
QUEST_20151223_003206	インベントリの容量が足りない場合はこちらの倉庫をご利用くださいませ。{nl}どこよりも安全にお客様の所持品をお預かりします。
QUEST_20151223_003207	フロアナ
QUEST_20151223_003208	こんにちは、魔法協会オルシャ支部です。{nl}合成方法によって不思議な現象が起こる物を集めていますので、よろしければご協力ください。{nl}
QUEST_20151223_003209	ラシア
QUEST_20151223_003210	私たち、バイボラの翼は世の中のあらゆる情報を集めています。{nl}よかったらあなたの体験談を聞かせていただけませんか？大切に残しておきたいと思います。
QUEST_20151223_003211	レティーシャ
QUEST_20151223_003212	ここは…以前暮らしていた場所とは雰囲気がだいぶ違いますね。{nl}あぁ、別に買わなくてもかまいませんので、ごゆっくりご覧になってください。
QUEST_20151223_003213	他の店では取り扱いのない特別なアイテムを販売しています。{nl}どこから仕入れてるかは秘密ですよ～。
QUEST_20151223_003214	魔族の本拠地のような場所を発見したんですって？
QUEST_20151223_003215	魔族の本拠地の中に、巨大ワラビに関する文書があるのかもしれません。
QUEST_20151223_003216	どうなりました？釜は破壊されましたか？
QUEST_20151223_003217	釜にかけられていた防御の魔法陣が解けたんですね？魔族にこのことを気づかれる前に急いで釜を破壊してください。
QUEST_20151223_003218	ちょっと、後で……今は集中が必要です。
QUEST_20151223_003219	大海賊とハイレバーン 下巻
QUEST_20151223_003220	大海賊ブラッディスローバス。{nl}彼が一歩前進するたび、その足跡には{nl}犠牲になった敵の血があふれ、{nl}魔族さえも後退りするほど{nl}残酷で邪悪な存在だった。{nl}
QUEST_20151223_003221	そんな無慈悲なブラッディスローバスの前に{nl}まだ垢抜けない新兵のようなハイレバーンが立っていた。{nl}騒ぐ白波…ゆらぐ小舟。{nl}
QUEST_20151223_003222	頭上を飛びまわるカモメさえも息を飲んでその対決を見守っていた。{nl}戦いの報酬など無かった。{nl}大海賊としての名を守るか、奪われるか。それだけだった。{nl}
QUEST_20151223_003223	ハイレバーンは自分のカトラスを取り出し、{nl}目の前にいるブラッディスローバスへ疾風のごとく飛びかかった。{nl}胸元を狙って一度、両脇を狙って二度。{nl}
QUEST_20151223_003224	しかし全てはブラッディスローバスの想定内だった。{nl}ブラッディスローバスはハイレバーンのカトラスを打ち返したあと、{nl}素早くハイレバーンの鳩尾を蹴り倒した。{nl}
QUEST_20151223_003225	まるで新米の海賊を訓練するかのように…{nl}柄の先で何度もハイレバーンを突き下ろした。{nl}かろうじて抜け出し、再び姿勢を正すハイレバーン。{nl}しかし彼はすでに疲れ果てていて{nl}勝利の女神はブラッディスローバスに微笑んでいるように見えた。
QUEST_20151223_003226	兄は、アぺガ儀典室の中に魔族が入ってピカッと光った瞬間に苦痛が始まったと言っていました。
QUEST_20151223_003227	私は兄と一緒にいますね。
QUEST_20151223_003228	見つけました！{nl}ハミングバードの粘液ですね。
QUEST_20151223_003229	魔族のエキスを全て持ってきましたね。私にくだされば保護の結界水晶をお作りしますよ。
QUEST_20151223_003230	保護の結界水晶が完成しました。これを兄妹のいる場所に設置してください。
QUEST_20151223_003231	まさ…か助けに来てくださったんですか…？{nl}そう私、私がエドムンダスです…が…ぐうっ……。{nl}
QUEST_20151223_003232	ロゼ…？ロゼが…こんな危険な所に？{nl}ダメだ…ロゼ……早くロゼを連れて逃げてください……。
QUEST_20151223_003233	男物らしき指輪を発見した。
QUEST_20151223_003234	ひょっとして…カシヤスに何かあったんですか？
QUEST_20151223_003235	霊魂が抵抗している。霊魂を無力化させたあと束縛の証を使おう。
QUEST_20151223_003236	細いブレスレット…。これは女性物のようだ。
QUEST_20151223_003237	宝石のついたネックレス。愛するお母さまへと書かれている。
QUEST_20151223_003238	丁寧な刺繍が施されたハンカチを発見した。
QUEST_20151223_003239	正体不明の石像
QUEST_20151223_003240	ギミック
QUEST_20151223_003241	正体不明の柱
QUEST_20151223_003242	正体不明の灯篭
QUEST_20151223_003243	ラッシュというと……ロゼですか？{nl}ロゼもうまく逃げられたようですね。薬草師の小屋に戻ります！
QUEST_20151223_003244	おぉ、ラッシュか！ここまで探しに来てくれたのか！{nl}本当にありがとうございます。もう怖くて怖くて……。
QUEST_20151223_003245	ロゼ一人では危ないかもしれない。クニドスの森に行ってみよう。
QUEST_20151223_003246	魔族の実験室というのはここのようだ。まずは周辺の魔族を倒そう。
QUEST_20151223_003247	蝋燭の数も大事ですが、今度の秘密は順序も記憶しなければなりません。{nl}最初に解いた秘密と似ていますね。
QUEST_20151223_003248	グラジナが無事で何よりです。{nl}でも、私にこれを届けたと言うことは、グラジナも安心できないようですね。{nl}
QUEST_20151223_003249	ついでと言ってはなんですが…アリーナを探してください。{nl}別れるとき南のほうに走っていったので、恐らくそちらの方にいるんじゃないかと。
QUEST_20151223_003250	滅びはすでに始まっている…。{nl}そのうちさらに巨大な災いを呼び起こすぞ。{nl}
QUEST_20151223_003251	ところで…運命の女神はどこにいる？{nl}他の女神たちは…？{nl}
QUEST_20151223_003252	見ろ。{nl}死、そのものであるこの私から貴様を守れる女神は一人もいない…。{nl}
QUEST_20151223_003253	さあ、啓示者よ…{nl}今すぐに目も耳も閉じろ…{nl}
QUEST_20151223_003254	そして他の人間たちと同じように、大人しくこの場を立ち去れ…！！
QUEST_20151223_003255	ソードマン系なら、やっぱり力ですよね。{nl}
QUEST_20151223_003256	でも俊敏な身のこなしや強靭な体力を手に入れるために鍛えるのもアリです。{nl}これからどうなりたいのかを考えておくと良いと思いますよ。
QUEST_20151223_003257	ウィザード系列といえば、やはり知能です。{nl}
QUEST_20151223_003258	でも、魔法を頻繁に使用するには精神力も忘れてはありません。{nl}バランスと集中の中からよく考えて選択する必要があります。
QUEST_20151223_003259	アーチャー系列といえば、やはり力です。{nl}
QUEST_20151223_003260	しかし素早い身のこなしもなくてはなりません。{nl}まずこれから何になるかを考えてみたほうがいいでしょう。
QUEST_20151223_003261	クレリック系列といえばやはり知能です。{nl}しかし強い力や精神力も必要になりますね。{nl}
QUEST_20151223_003262	まずこれから何になるかを考えてみたほうがいいでしょう。
QUEST_20151223_003263	司教ウルボナス
QUEST_20151223_003264	魔族命令書の計画が全て実現してしまったら、このオルシャの安全は保障できなくなりますな。{nl}領主様が正しいご判断を下すと信じていますが、今は移住命令のことだけで手いっぱいの状況です。{nl}
