SKILL_20150317_000001	攻撃
SKILL_20160128_006126	コンパニオンの攻撃力 #{CaptionRatio}#アップ{nl}コンパニオンの命中 #{CaptionRatio}#アップ{nl}コンパニオンのクリティカル発生 #{CaptionRatio}#アップ{nl}持続時間#{CaptionTime}#秒{nl}5レベルマスター
SKILL_20160128_006127	{#339999}{ol}[混乱]{/}{/} 持続時間 10秒{nl}最大#{CaptionRatio}#名適用{nl}ポイズンポットの毒 #{SpendPoison}# 消費
SKILL_20160128_006128	最大持続時間#{CaptionRatio2}#秒{nl}1秒ごとにSP #{CaptionRatio}#% 消耗
SKILL_20160128_006129	倒した敵をゾンビにする魔法陣を描きます。ゾンビの体力は詠唱者の精神能力値、防御力は詠唱者の防御力によって決まります。
SKILL_20160128_006130	攻撃力200% + #{SkillAtkAdd}#{nl}特性攻撃力 #{CaptionRatio}#%{nl}最大適用数 #{CaptionRatio2}#
SKILL_20160128_006131	大地の女神ジェミナ像を彫刻します。{nl}女神像周辺の仲間たちはスキル使用時のSP消耗量が減少し、SP回復時間が短縮されます。
SKILL_20160128_006132	SP #{CaptionRatio}#ダウン{nl}SP回復時間5秒短縮{nl}女神像持続時間#{CaptionRatio2}#秒{nl}マツ 1個消費
SKILL_20160128_006133	運命の女神ライマ像を彫刻します。{nl}女神像周辺のPTメンバーたちのスキルクールタイムが減少し、敵の移動速度がダウンします。
SKILL_20160128_006134	クールタイム#{CaptionRatio}#%ダウン{nl}移動速度 20ダウン{nl}女神像持続時間#{CaptionRatio2}#秒{nl}スギ 1個消費
SKILL_20160128_006135	仲間たちのアイテムを代わりに買ったり貰ったりする奉献箱を開設します。女神像の周辺にのみ設置できます。街には設置できません。
SKILL_20160128_006136	アイテムを消費するスキルの登録可能{nl}追加持続時間#{CaptionRatio}#分
SKILL_20160128_006137	指定された範囲内の敵にかかっている状態異常が周辺に拡散されます。
SKILL_20160128_006138	ラストライツ
SKILL_20160128_006139	PTメンバーの攻撃に聖属性を持たせます。聖属性攻撃力は詠唱者のサクラメントレベルに比例し、体力が40%以下になると効果がさらにアップします。
SKILL_20160128_006140	持続時間#{CaptionTime}#秒{nl}ギスロティス 1個消費
SKILL_20160128_006141	ビルド カペラ
SKILL_20160128_006142	マントで作った簡易祈祷所を設置します。自分を含めたPTメンバーは詠唱者のアスパーション、モンストランス、ブレッシング、サクラメント、ストーンスキンの効果を同時に得ることができます。
SKILL_20160128_006143	カペラ持続時間#{CaptionRatio}#秒{nl}効果持続時間#{CaptionRatio2}#秒{nl}マント1個消費
SKILL_20160128_006144	マグナスエクソシズム
SKILL_20160128_006145	前方のエクソサイズ魔法陣を強大な駆魔の光柱に変化させます。この聖なる光柱は近くの敵に持続的なダメージを与えます。
SKILL_20160128_006146	アスパーゲルム
SKILL_20160128_006147	自分の武器に聖水を仕込み、一般攻撃を行う度に前方に撒きます。撒かれた聖水のレベルは自分のアスパーションのレベルと同じです。
SKILL_20160128_006148	持続時間#{CaptionTime}#秒{nl}聖水1個消費
SKILL_20160128_006149	ハングマンズノット : スプラッシュ表示
SKILL_20160128_006150	広域防御比率ダウン
SKILL_20160128_006151	スキル使用不可
SKILL_20160128_006152	除去予定
SKILL_20160128_006153	恐怖。動けない。
SKILL_20160128_006154	アスパーゲルム
SKILL_20160128_006155	氷属性のスキル攻撃力がアップします。
SKILL_20160128_006156	状態異常に対する効果抵抗率がアップします。
SKILL_20160128_006157	攻撃力と防御力がアップします。
SKILL_20160128_006158	SP消耗量が減少し、SP回復時間が短縮されます。
SKILL_20160128_006159	HP、SP、スタミナの回復量と回復速度がアップ
SKILL_20160128_006160	メイバーンネックレス
SKILL_20160128_006161	エフィジーボーナス1
SKILL_20160128_006162	エフィジーの追加ダメージボーナスが2回目の攻撃で適用
SKILL_20160128_006163	クレリック系が着用すると、聖属性攻撃力アップ
SKILL_20160128_006164	インスタンスダンジョンPT経験値獲得量アップ5%
SKILL_20160128_006165	インスタンスダンジョン自動マッチング経験値獲得量アップ5%
SKILL_20160128_006166	 - 特性スキル2個同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数5個{nl} - キャラクター移動速度 +3
SKILL_20160128_006167	モンスター撃退時の経験値 +30%アップ{nl}マーケット手数料率20%割引{nl}販売登録アイテム数アップ{nl}特性同時修練可能スキル最大3種{nl}移動速度+3アップ{nl}スタミナ回復量2倍
SKILL_20160128_006168	モンスター撃退時の経験値 +30%アップ{nl}スタミナ回復量2倍
SKILL_20160128_006169	インスタンスダンジョン無制限入場
SKILL_20160128_006170	インスタンスダンジョンと依頼所ミッションに無制限で入場できます。
SKILL_20160128_006171	[クロース]系防具を着用できます。　{nl}クロース系防具を3個以上着用すると被魔法ダメージが5％減少し、特性レベルに比例し最大SPがアップします。4個着用すると、被魔法ダメージが10%ダウンしてさらに魔法防御力がアップします。
SKILL_20160128_006172	[レザー]系防具を着用できます。{nl}レザー系防具を3個以上着用すると特性レベルに比例して回避がアップします。4個着用すると,さらに特性で上がる回避が50%アップします。　　
SKILL_20160128_006173	[プレート]系防具を着用できます。　{nl}プレート系防具3個以上着用すると被物理ダメージが5%ダウンし、特性レベルに比例し最大HPがアップします。4個着用すると,被物理ダメージが10%ダウンして特性レベルに比例してスタミナがさらにアップします。　　　 　　　　
SKILL_20160128_006174	特性1レベルにつき[リストレイン]の物理攻撃力アップ効果が上昇しますが、最大HPダウン効果も上昇します。
SKILL_20160128_006175	[キッチン]のサラダの効果維持時間が特性レベル1につき1分ずつアップします。
SKILL_20160128_006176	[キッチン]のサンドイッチの効果維持時間が特性レベル1につき1分ずつアップします。
SKILL_20160128_006177	[キッチン]のスープの効果維持時間が特性レベル1につき1分ずつアップします。
SKILL_20160128_006178	[キッチン]のヨーグルトの効果維持時間が特性レベル1につき1分ずつアップします。
SKILL_20160128_006179	[ファイアウォール]の上に仲間が乗ったら5秒間炎属性攻撃力が特性1レベルにつき5アップします。
SKILL_20160128_006180	[ガスト]が[氷結]状態でない敵にもダメージを与えます。[氷結]状態でない対象には2連打ダメージを与え、[氷結]状態の対象には3連打ダメージを与えます。
SKILL_20160128_006181	[バックマスキング]使用後、認識された敵は6秒間[混乱]状態になります。特性が2レベルの場合は[混乱]持続時間が8秒適用されます。
SKILL_20160128_006182	[アイテム覚醒]ダンジョンに参加した仲間は30分間物理攻撃力と魔法攻撃力がアップします。攻撃力は特性1レベルにつき20%アップします。
SKILL_20160128_006183	ルーンキャスター: 熟練したキャスティング
SKILL_20160128_006184	ルーンキャスターのスキル使用直後に特性レベル1につき1%の確率で[クイックキャスト]の効果を絵ます。効果は自分の[クイックキャスト]のスキルレベルによって決まります。
SKILL_20160128_006185	氷のルーン: スロー
SKILL_20160128_006186	[氷のルーン]の効果が活性化中の基本攻撃時、特性レベル1につき5%の確率で7秒間移動速度が50%ダウンします。
SKILL_20160128_006187	破壊のルーン: 強化
SKILL_20160128_006188	[破壊のルーン]のダメージが特性レベル1につき1%アップします。
SKILL_20160128_006189	巨人のルーン: 体力
SKILL_20160128_006190	[巨人のルーン]の効果で巨人化した仲間は、特性レベル1につき詠唱者の体力の20%分の体力がさらにアップします。
SKILL_20160128_006191	正義のルーン: 強化
SKILL_20160128_006192	[正義のルーン]のダメージが特性レベル1につき1%アップします。
SKILL_20160128_006193	保護のルーン: クリティカル抵抗
SKILL_20160128_006194	[保護のルーン]の効果で特性レベル1につき詠唱者の精神の20%分のクリティカル抵抗がアップします。
SKILL_20160128_006195	パヴィス設置: 出血チャンス
SKILL_20160128_006196	[パヴィス設置]で攻撃を受けた敵が[出血]状態になる確率が特性レベルにつき1%アップします。
SKILL_20160128_006197	[アンディスタンス]の範囲内にいる仲間の物理攻撃力が特性レベル1につき5%アップします。￥
SKILL_20160128_006198	[シュートダウン]で被撃した空中型モンスターは4秒間地面に墜落します。2レベルから持続時間が特性レベル1につき1.8秒ずつアップします。(墜落した空中モンスターはキャノンショットの攻撃で追加ダメージを受けます。)
SKILL_20160128_006199	[エフィジー]で敵を攻撃する度に特性レベル1につき5%の確率で5秒間の[暗黒]状態になります。
SKILL_20160128_006200	陽光手: ノックダウン除去
SKILL_20160128_006201	[陽光手]で敵をノックダウンさせません。(この特性がONの場合はノックダウンしません。)
SKILL_20160128_006202	[ナハシュ]が適用される範囲にいる仲間は状態異常をブロックする確率が特性レベル1につき1%アップします。
SKILL_20160128_006203	ラストライツ: 士気振作
SKILL_20160128_006204	[ラストライツ]の効果が強化されるHPの下限ラインが特性レベル1につき2%アップします。
SKILL_20160128_006205	ビルド カペラ: 維持時間
SKILL_20160128_006206	[ビルド カペラ]で設置したカペラの維持時間が3秒アップします。
SKILL_20160128_006207	マグナスエクソシズム: 強化
SKILL_20160128_006208	[マグナスエクソシズム]のダメージが特性レベル1につき1%アップします。
SKILL_20160128_006209	リザレクション : HP回復量
SKILL_20160128_006210	[リザレクション]で復活したキャラクターのHP回復量が特性レベル1につき10%アップします。
SKILL_20160128_006211	チャプレン: SP回復力
SKILL_20160128_006212	チャプレン: 動機付与
SKILL_20160128_006213	[ラストライツ]と[リバイブ]の効果が活性化中に敵を攻撃すると、その攻撃のブロック貫通率が特性レベル1につき15%アップします。
SKILL_20160128_006214	[バリア]内にいる仲間の「突」ダメージがレベル1につき10%アップアップします。
SKILL_20160128_006215	チャプレン1サークル必要
SKILL_20160225_006216	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}盾を使って攻撃します。攻撃された敵は一時的にステータス能力値がメチャクチャになります。
SKILL_20160225_006217	{#DD5500}{ol}[物理] - [斬]{/}{/}{nl}全力で大きく斬り付け、敵にダメージを与え、ショック状態に陥らせます。
SKILL_20160225_006218	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}{#339999}{ol}[衝撃]{/}{/}持続時間5秒
SKILL_20160225_006219	{#DD5500}{ol}[物理] - [斬]{/}{/}{nl}武器を回転させて前方の敵に連続ダメージを与えます。
SKILL_20160225_006220	{#DD5500}{ol}[物理] - [斬]{/}{/}{nl}前方の敵を左右に数回斬り付けてダメージを与えます。ショック状態の敵には追加ダメージを与えます。
SKILL_20160225_006221	{#DD5500}{ol}[物理] - [突]{/}{/}{nl}前方に向かって槍を投げて範囲内の多数の敵を攻撃します。攻撃を受けた敵はしばらくの間、物理属性の攻撃に弱くなります。投げた槍は回収しなければなりません。
